日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2026-07-17,=18079.7400,=19705.4225,=6510062389541.6992,=5369269509169,=3456322512483.7627,=0.0009,=0.0137,=0.0027,=0.0018,=0.0014
2026-07-16,=19471.2900,=21222.0959,=7006303752404.8398,=5760752266150,=3721254672540.5679,=0.0008,=0.0114,=0.0027,=0.0018,=0.0014
2026-07-15,=20652.3100,=22509.3087,=7341985600558.0420,=6074368240737,=3946145220509.2920,=0.0008,=0.0102,=0.0027,=0.0018,=0.0014
2026-07-14,=21802.2700,=23762.6735,=7743929078724.0498,=6408449572323,=4163695236221.4570,=0.0007,=0.0054,=0.0027,=0.0018,=0.0014
2026-07-13,=21414.6800,=23340.2290,=7680007024230.9102,=6330033720194,=4089730265708.4790,=0.0008,=0.0084,=0.0027,=0.0018,=0.0014
2026-07-10,=22325.1000,=24332.5120,=7905017170874.5098,=6552825414319,=4258726393463.6860,=0.0007,=0.0036,=0.0027,=0.0018,=0.0014
2026-07-09,=23874.9100,=26021.6764,=8445308895075.4600,=7017610585574,=4556323934130.6572,=0.0007,=0.0006,=0.0027,=0.0018,=0.0014
2026-07-08,=21833.9100,=23797.1618,=7720250997443.9102,=6454356996008,=4165628696289.3481,=0.0007,=0.0030,=0.0027,=0.0018,=0.0014
2026-07-07,=22004.1900,=23982.7471,=7707970697901.9219,=6486291468681,=4194675992739.2559,=0.0007,=0.0030,=0.0027,=0.0018,=0.0014
2026-07-06,=22108.0300,=24095.9260,=7689466983259.8398,=6474827677709,=4212857932380.5322,=0.0007,=0.0030,=0.0027,=0.0018,=0.0014
2026-07-03,=21934.4800,=23906.7732,=7588797104537.0898,=6407279033899,=4179559955483.6362,=0.0007,=0.0042,=0.0027,=0.0018,=0.0014
2026-07-02,=22163,=24154.0544,=7689677259371.6602,=6481108816708,=4223814944443.5010,=0.0007,=0.0036,=0.0027,=0.0018,=0.0014
2026-07-01,=24286.8800,=26468.7335,=8374565670129.8584,=7073819298636,=4629504833051.8701,=0.0007,=0.0018,=0.0027,=0.0018,=0.0014
2026-06-30,=24861.0500,=27094.4863,=8594577350429.4102,=7259134682014,=4740485755237.6699,=0.0006,=0,=0.0027,=0.0018,=0.0014
2026-06-29,=24226.2400,=26401.4791,=8317270539154.3066,=7042277622283,=4612937682979.6172,=0.0007,=0.0006,=0.0027,=0.0018,=0.0014
2026-06-26,=23056.2800,=25126.4794,=7975446344941.8496,=6731875658981,=4391409403915.0981,=0.0007,=0.0006,=0.0027,=0.0018,=0.0014
2026-06-25,=23318.2800,=25411.9976,=8109819228309.9102,=6815583321493,=4445451308105.1914,=0.0007,=0,=0.0027,=0.0018,=0.0014
2026-06-24,=22111.0400,=24096.2257,=7731537915601.1406,=6485149641658,=4217543435967.8242,=0.0007,=0,=0.0027,=0.0018,=0.0014
2026-06-23,=20987.7000,=22872.0271,=7351703089873.8301,=6181423819870,=4006327887522.9199,=0.0008,=0.0006,=0.0027,=0.0018,=0.0014
2026-06-22,=21473.8000,=23400.1399,=7419647373760.5918,=6299373604509,=4100907742994.6001,=0.0008,=0,=0.0027,=0.0018,=0.0014
2026-06-18,=20721.2800,=22580.1100,=7223521390241.2510,=6136192314884,=3963868978848.7817,=0.0008,=0,=0.0027,=0.0018,=0.0014
2026-06-17,=19831.5600,=21610.5728,=6874624115723.9014,=5837467914032,=3786788763638.4058,=0.0008,=0,=0.0027,=0.0018,=0.0014
2026-06-16,=18702.0700,=20379.7648,=6522011346398.1104,=5524676282930,=3575593082724.0649,=0.0009,=0.0006,=0.0027,=0.0018,=0.0014
2026-06-15,=18523.8300,=20185.0628,=6497228933413.8496,=5503901840600,=3545012756773.1201,=0.0009,=0,=0.0027,=0.0018,=0.0014
2026-06-12,=17477.3200,=19044.7058,=5622563499032.6904,=4781387496112,=3005383698087.8232,=0.0011,=0.0285,=0.0027,=0.0018,=0.0014
2026-06-11,=17610.2200,=19189.5218,=5657421531164.6709,=4798943901601,=3023419945672.6694,=0.0011,=0.0467,=0.0027,=0.0018,=0.0014
2026-06-10,=17521.2800,=19092.5987,=5614843172758.0605,=4767595105111,=3006682257488.3125,=0.0011,=0.0382,=0.0027,=0.0018,=0.0014
2026-06-09,=17751.2800,=19342.5694,=5672365442909.5918,=4810844993692,=3044769429433.6211,=0.0010,=0.0152,=0.0027,=0.0018,=0.0014
2026-06-08,=16880.2100,=18393.4150,=5411600545789.3594,=4589627876999,=2899724630856.6235,=0.0011,=0.0480,=0.0027,=0.0018,=0.0014
2026-06-05,=17641.1900,=19222.6094,=5654057440097.4893,=4794619069313,=3029381495919.9946,=0.0011,=0.0474,=0.0027,=0.0018,=0.0014
2026-06-04,=18583.1500,=20249.0069,=5944838944540.9697,=5035970565019,=3190803273489.2876,=0.0010,=0.0128,=0.0027,=0.0018,=0.0014
2026-06-03,=18238.2700,=19872.2410,=5864396924721.3594,=4965154445889,=3136942142833.6299,=0.0011,=0.0189,=0.0027,=0.0018,=0.0014
2026-06-02,=17629.9700,=19209.4473,=5684156764548.5000,=4797743808351,=3031208966715.0220,=0.0011,=0.0298,=0.0027,=0.0018,=0.0014
2026-06-01,=17333.1900,=18886.0708,=5586796412156.9004,=4700473618217,=2975815017166.5703,=0.0011,=0.0371,=0.0027,=0.0018,=0.0014
2026-05-29,=18347.7400,=19991.3050,=5913943773990.3906,=4977397193576,=3151787170196.6509,=0.0011,=0.0238,=0.0027,=0.0018,=0.0014
2026-05-28,=19395.8500,=21132.2091,=6301358567063.5391,=5276084622152,=3333200761120.1250,=0.0010,=0.0104,=0.0027,=0.0018,=0.0014
2026-05-27,=19329.4300,=21059.1969,=6210546781356.8604,=5230452115784,=3314726566943.7588,=0.0010,=0.0134,=0.0027,=0.0018,=0.0014
2026-05-26,=19868.5000,=21646.5104,=6402553432025.6016,=5404740948072,=3412629665211.9229,=0.0010,=0.0134,=0.0027,=0.0018,=0.0014
2026-05-25,=20000.7000,=21787.2782,=6464897114142.1191,=5423417059757,=3437946047630.5049,=0.0011,=0.0208,=0.0027,=0.0018,=0.0014
2026-05-22,=18621.3400,=20284.7108,=5938877411586.5898,=5050074749107,=3196033467809.9507,=0.0011,=0.0391,=0.0027,=0.0018,=0.0014
2026-05-21,=18149.3100,=19770.5119,=5807495252996.3311,=4946968891235,=3120461910217.8232,=0.0011,=0.0581,=0.0027,=0.0018,=0.0014
2026-05-20,=18722.5800,=20394.3579,=6022850525493.5400,=5119018350693,=3221428695640.7148,=0.0011,=0.0361,=0.0027,=0.0019,=0.0014
2026-05-19,=17879.2600,=19475.3863,=5720654390568.1807,=4909843905730,=3076608336038.0342,=0.0011,=0.0563,=0.0027,=0.0019,=0.0014
2026-05-18,=17194.8200,=18729.8388,=5498244005709.7305,=4697883115108,=2953665085652.6934,=0.0012,=0.0650,=0.0027,=0.0019,=0.0014
2026-05-15,=17032.6200,=18553.1624,=5465180485287.9199,=4657078821660,=2926847393929.2397,=0.0012,=0.0687,=0.0027,=0.0019,=0.0014
2026-05-14,=17078.7100,=18603.3689,=5507227155965.9902,=4703267545269,=2939336564366.8691,=0.0011,=0.0521,=0.0027,=0.0019,=0.0014
2026-05-13,=17543.4000,=19109.5385,=5682303610901.0996,=4855293751394,=3023062054728.5103,=0.0011,=0.0319,=0.0027,=0.0019,=0.0014
2026-05-12,=17096.5100,=18622.7542,=5569280353950.4189,=4746268270084,=2947377302789.3232,=0.0011,=0.0547,=0.0027,=0.0019,=0.0014
2026-05-11,=16980.7800,=18496.6969,=5508523834949.5801,=4682692779112,=2921398149929.4102,=0.0012,=0.0608,=0.0027,=0.0019,=0.0014
2026-05-08,=15971.5500,=17397.3634,=5239077741860.2607,=4432971769635,=2753916650259.0942,=0.0012,=0.0892,=0.0027,=0.0019,=0.0014
2026-05-07,=16450.4000,=17916.9587,=5418997177637.7803,=4581665566363,=2841246395602.3306,=0.0012,=0.0880,=0.0027,=0.0019,=0.0014
2026-05-06,=16211.9900,=17657.2939,=5345477968901.9688,=4523390605450,=2799849665275.8203,=0.0012,=0.0911,=0.0027,=0.0019,=0.0014
2026-04-30,=15254.3400,=16614.2672,=5035340002628.4404,=4217432066206,=2632150254758.5503,=0.0013,=0.1158,=0.0027,=0.0019,=0.0014
2026-04-29,=14480.0800,=15770.9817,=4731629150028.7393,=3954054080766,=2472132841823.6899,=0.0013,=0.1171,=0.0027,=0.0019,=0.0014
2026-04-28,=14566.5800,=15865.1904,=4757895218926.7402,=3970490761067,=2483052826784.1304,=0.0013,=0.1351,=0.0027,=0.0019,=0.0014
2026-04-27,=14725.1000,=16037.8428,=4821512753553.6689,=4021101147735,=2492455222695.2012,=0.0014,=0.2049,=0.0027,=0.0019,=0.0014
2026-04-24,=14046.9900,=15299.2764,=4613017414088.0693,=3851144905377,=2380010837105.6099,=0.0015,=0.2489,=0.0027,=0.0019,=0.0014
2026-04-23,=13809.6000,=15040.7322,=4500933817032.9805,=3768619885404,=2337759507578.8188,=0.0015,=0.2818,=0.0027,=0.0019,=0.0014
2026-04-22,=14006.7500,=15255.4569,=4553953261748.7900,=3808068710898,=2366807786639.5103,=0.0015,=0.2740,=0.0027,=0.0019,=0.0014
2026-04-21,=13626.3500,=14841.1419,=4450255819377,=3709164911300,=2304121077372.9199,=0.0016,=0.2989,=0.0027,=0.0019,=0.0014
2026-04-20,=13830.8600,=15063.8863,=4531888794806.7598,=3787373026780,=2341746897096.1001,=0.0015,=0.2848,=0.0027,=0.0019,=0.0014
2026-04-17,=13590.4900,=14802.0799,=4446168688969.7305,=3721354300950,=2299753863865.4199,=0.0016,=0.2962,=0.0027,=0.0019,=0.0014
2026-04-16,=13496.9100,=14700.1627,=4405277262224.9707,=3687355393803,=2284506472946.7695,=0.0015,=0.2808,=0.0027,=0.0019,=0.0014
2026-04-15,=13348.8700,=14538.9224,=4364500400857.9409,=3645683208772,=2259734815077.2402,=0.0015,=0.2823,=0.0027,=0.0019,=0.0014
2026-04-14,=13411.8100,=14607.4709,=4354604056859.8198,=3648475795590,=2266330388223.0195,=0.0015,=0.2700,=0.0027,=0.0019,=0.0014
2026-04-13,=13141.0500,=14312.5784,=4277793759025.6401,=3578809414093,=2221102726083.7900,=0.0015,=0.2658,=0.0027,=0.0019,=0.0014
2026-04-10,=13057.4800,=14221.5610,=4248631818770.6191,=3547596706491,=2206697704993.7998,=0.0015,=0.2878,=0.0027,=0.0019,=0.0014
2026-04-09,=12817.9200,=13960.6352,=4180293247690.9102,=3488434128780,=2166856650195.3704,=0.0016,=0.3010,=0.0027,=0.0019,=0.0014
2026-04-08,=12816.4100,=13958.9986,=4181530961930.0801,=3480663956173,=2164693634043.5801,=0.0015,=0.2707,=0.0027,=0.0019,=0.0014
2026-04-07,=12070.5600,=13146.6542,=3942223314896.0498,=3281143999682,=2039956689562.0896,=0.0016,=0.3151,=0.0027,=0.0019,=0.0014
2026-04-03,=11883.1500,=12942.5336,=3853682830162.8999,=3216238234041,=2002832774472.2900,=0.0016,=0.3271,=0.0027,=0.0019,=0.0014
2026-04-02,=11928.1600,=12991.5540,=3867788032023.5000,=3221316504118,=2008880357999.7200,=0.0016,=0.3292,=0.0027,=0.0019,=0.0014
2026-04-01,=12292.8000,=13388.7076,=3992328404266.2412,=3326264009670,=2071520593475.5896,=0.0016,=0.3051,=0.0027,=0.0019,=0.0014
2026-03-31,=11890.0200,=12950.0187,=3860918451261.2002,=3212272149301,=2000829690208.1899,=0.0016,=0.3184,=0.0027,=0.0019,=0.0014
2026-03-30,=12337.8600,=13437.7794,=3986458038112.7100,=3323707670715,=2065310546327.4707,=0.0015,=0.2686,=0.0027,=0.0019,=0.0014
2026-03-27,=12385.0200,=13489.1498,=4013197505651.8101,=3338518440328,=2072504693510.7800,=0.0015,=0.2481,=0.0027,=0.0019,=0.0014
2026-03-26,=12347.2000,=13447.9571,=3994969641157.3389,=3324015305452,=2065976431126.1504,=0.0015,=0.2608,=0.0027,=0.0019,=0.0014
2026-03-25,=12660.8700,=13789.5933,=4089209528691.0200,=3391030239830,=2116982565784.4805,=0.0015,=0.2378,=0.0027,=0.0019,=0.0014
2026-03-24,=12372.3800,=13475.3835,=4009147013092.8696,=3316867491871,=2069502066093.3501,=0.0015,=0.2549,=0.0027,=0.0019,=0.0014
2026-03-23,=12190.1900,=13276.9484,=3938148227359.0698,=3254457309954,=2035527728822.8000,=0.0015,=0.2876,=0.0027,=0.0019,=0.0014
2026-03-20,=12820.3300,=13963.2676,=4132701595265.1201,=3419049597045,=2140214895844.1001,=0.0015,=0.2357,=0.0027,=0.0019,=0.0014
2026-03-19,=13028.2300,=14189.6961,=4205289884731.0903,=3468196218872,=2175022028850.1797,=0.0014,=0.2127,=0.0027,=0.0019,=0.0014
2026-03-18,=13359.1100,=14550.0783,=4303606233568.8296,=3559663220530,=2229765463547.4897,=0.0014,=0.1808,=0.0027,=0.0019,=0.0014
2026-03-17,=13074.9800,=14240.6194,=4236340396107.7998,=3498122522397,=2185288451264.8296,=0.0014,=0.1796,=0.0027,=0.0019,=0.0014
2026-03-16,=13447.6700,=14646.5282,=4348245735580.6001,=3591890253052,=2245530883904.6597,=0.0014,=0.1684,=0.0027,=0.0019,=0.0014
2026-03-13,=13206.5400,=14383.9066,=4292993680985.0400,=3548720616438,=2207567988776.9702,=0.0014,=0.1723,=0.0027,=0.0019,=0.0014
2026-03-12,=13324.3500,=14512.2143,=4325236739638.8208,=3586116479870,=2226531992931.5200,=0.0013,=0.1322,=0.0027,=0.0019,=0.0014
2026-03-11,=13471.6600,=14672.6587,=4369216956181.0498,=3622534920502,=2251000960990.8604,=0.0013,=0.1196,=0.0027,=0.0019,=0.0014
2026-03-10,=13620.4200,=14834.6800,=4417709975860.2188,=3669140966988,=2278737963799.1401,=0.0013,=0.1159,=0.0027,=0.0019,=0.0014
2026-03-09,=13302.2400,=14488.1417,=4317462886788.5610,=3584561130709,=2225660720469.7998,=0.0013,=0.1431,=0.0027,=0.0019,=0.0014
2026-03-06,=13615.1700,=14828.9692,=4407696037439.8604,=3664160783217,=2277475034041.2002,=0.0013,=0.1325,=0.0027,=0.0019,=0.0014
2026-03-05,=13631.4400,=14846.6845,=4416984921233.6904,=3671196810537,=2281220390694.3501,=0.0013,=0.1282,=0.0027,=0.0019,=0.0014
2026-03-04,=13340.9600,=14530.3134,=4325994466431.4009,=3583701952638,=2231268425143.4697,=0.0013,=0.1522,=0.0027,=0.0019,=0.0014
2026-03-03,=13422.9600,=14619.6176,=4370243369635.9199,=3617179509898,=2246596025974.1201,=0.0013,=0.1454,=0.0027,=0.0019,=0.0014
2026-03-02,=14195.1100,=15460.6017,=4611019603731.4600,=3826899552645,=2375448126125.6104,=0.0013,=0.1139,=0.0027,=0.0019,=0.0014
2026-02-27,=14425.7900,=15711.8494,=4681246134741.7598,=3879037626710,=2412060944632.1802,=0.0013,=0.1076,=0.0027,=0.0019,=0.0014
2026-02-26,=14521.2200,=15815.7914,=4708702568229.4902,=3894569487643,=2426209887534.0298,=0.0013,=0.1077,=0.0027,=0.0019,=0.0014
2026-02-25,=14340.3100,=15618.7484,=4637231824683.9697,=3826226572172,=2392195782799.8301,=0.0013,=0.1134,=0.0027,=0.0019,=0.0014
2026-02-24,=14276.0400,=15548.7549,=4607757835156.3301,=3799595647381,=2381480335531.4102,=0.0013,=0.1198,=0.0027,=0.0019,=0.0014
2026-02-13,=14220.5000,=15488.2628,=4632806286267.9502,=3819759510306,=2377768223250.6602,=0.0013,=0.1326,=0.0027,=0.0019,=0.0014
2026-02-12,=14217.6000,=15485.1012,=4629754924272.0098,=3820557152141,=2376497540477.0400,=0.0013,=0.1187,=0.0027,=0.0019,=0.0014
2026-02-11,=13957.8400,=15202.1856,=4544493236120,=3745405868304,=2331524559345.6597,=0.0013,=0.1391,=0.0027,=0.0019,=0.0014
2026-02-10,=14162.9200,=15425.5431,=4607001673169.9707,=3799015594801,=2366054381950.0498,=0.0013,=0.1329,=0.0027,=0.0019,=0.0014
2026-02-09,=14068.0700,=15321.8108,=4567409672454.6289,=3767623407861,=2348501949114.2500,=0.0013,=0.1228,=0.0027,=0.0019,=0.0014
2026-02-06,=13596.8200,=14808.5611,=4416207303400.1094,=3644740791555,=2268993981171.5298,=0.0013,=0.1426,=0.0027,=0.0019,=0.0014
2026-02-05,=13729.5200,=14953.0877,=4439720445541.9785,=3673325706313,=2290419883021.8501,=0.0013,=0.1376,=0.0027,=0.0019,=0.0014
2026-02-04,=13940.4300,=15182.7924,=4516694657479.8008,=3729705601307,=2325908430916.8198,=0.0013,=0.1434,=0.0027,=0.0019,=0.0014
2026-02-03,=14227.2600,=15495.1844,=4601928564167.5215,=3808551862292,=2376007142860.7402,=0.0013,=0.1320,=0.0027,=0.0019,=0.0014
2026-02-02,=14031.1500,=15281.6044,=4580726177925.8701,=3783240872969,=2351834049030.7705,=0.0013,=0.1385,=0.0027,=0.0019,=0.0014
2026-01-30,=14753.9700,=16068.8325,=4802740882669.9502,=3963166793929,=2469626676396.3301,=0.0012,=0.1054,=0.0027,=0.0019,=0.0014
2026-01-29,=14563.2400,=15861.1137,=4764559032651.7998,=3927776669169,=2438262832319.3501,=0.0012,=0.1035,=0.0027,=0.0019,=0.0014
2026-01-28,=15195.1300,=16548.7565,=4965562469561.2100,=4086848732070,=2543010515423.8403,=0.0012,=0.0882,=0.0027,=0.0019,=0.0014
2026-01-27,=14962.2800,=16295.1607,=4898536016278.9395,=4049824517428,=2506879997762.9902,=0.0012,=0.0979,=0.0027,=0.0019,=0.0014
2026-01-26,=14687.9500,=15996.3917,=4825525133468.7393,=3993163562236,=2463372401939.7202,=0.0013,=0.1082,=0.0027,=0.0019,=0.0014
2026-01-23,=15005.8600,=16342.6243,=4935915965003.0889,=4081990887254,=2516527885962.1299,=0.0013,=0.1051,=0.0027,=0.0019,=0.0014
2026-01-22,=15016.8100,=16354.5537,=4956756689192.9297,=4092747346722,=2520704698654.8604,=0.0013,=0.1135,=0.0027,=0.0019,=0.0014
2026-01-21,=15082.0900,=16425.6495,=4977483490111.5703,=4109349750031,=2530385787827.1797,=0.0013,=0.1084,=0.0027,=0.0019,=0.0014
2026-01-20,=14429.7100,=15715.1518,=4766045159849.9785,=3930876035221,=2422710804443.9307,=0.0013,=0.1200,=0.0027,=0.0019,=0.0014
2026-01-19,=14556.8800,=15853.6512,=4837844923350.9297,=3983245341420,=2448903033451.5498,=0.0013,=0.1143,=0.0027,=0.0019,=0.0014
2026-01-16,=14550.8500,=15847.0822,=4840974595757.9492,=3974912229241,=2447476630822.0996,=0.0012,=0.1028,=0.0027,=0.0019,=0.0015
2026-01-15,=14101.0600,=15357.2188,=4722911109770.7500,=3876933415842,=2376957966407.6401,=0.0013,=0.1164,=0.0027,=0.0019,=0.0015
2026-01-14,=13933.1400,=15174.3435,=4689320638877.5586,=3843596905756,=2353164136878.7700,=0.0013,=0.1139,=0.0027,=0.0019,=0.0015
2026-01-13,=13719.6800,=14941.8685,=4603461386940.7002,=3762539688420,=2314354671808.7998,=0.0013,=0.1204,=0.0027,=0.0019,=0.0015
2026-01-12,=14195.4600,=15460.0367,=4773009369032.1797,=3911954624965,=2397730615629.9697,=0.0013,=0.1134,=0.0027,=0.0019,=0.0015
2026-01-09,=13959.2900,=15202.8287,=4710933691531.7695,=3850288848530,=2359014459146.7900,=0.0013,=0.1283,=0.0027,=0.0019,=0.0015
2026-01-08,=13913.8000,=15153.2831,=4691417109855.9902,=3823575162931,=2349133511489.3501,=0.0013,=0.1219,=0.0027,=0.0019,=0.0015
2026-01-07,=13849.2900,=15083.0217,=4647243102228.5000,=3779740205216,=2334315438321.2998,=0.0013,=0.1181,=0.0027,=0.0019,=0.0015
2026-01-06,=13592.1600,=14802.9934,=4587897407981.9004,=3711731467680,=2292880321983.4497,=0.0013,=0.1311,=0.0027,=0.0019,=0.0015
2026-01-05,=13280.2400,=14463.2833,=4506769666555.6592,=3643937104483,=2243363211993.7900,=0.0014,=0.1467,=0.0027,=0.0019,=0.0015
2025-12-31,=12686.4300,=13816.5779,=4322163355680.8999,=3504768351214,=2142396221018.3401,=0.0014,=0.1585,=0.0027,=0.0019,=0.0015
2025-12-30,=12865.0700,=14011.1269,=4389461532608.2002,=3556458304097,=2175098792695.6799,=0.0014,=0.1566,=0.0027,=0.0019,=0.0015
2025-12-29,=12730.4500,=13864.5103,=4322661182744.2598,=3503659716215,=2148590575546.2695,=0.0014,=0.1606,=0.0027,=0.0019,=0.0015
2025-12-26,=12723.5500,=13857.0017,=4308309808072.5508,=3491268708565,=2143722615400.0200,=0.0014,=0.1497,=0.0027,=0.0019,=0.0015
2025-12-25,=12794.4000,=13934.1587,=4342535932154.4399,=3518721533239,=2157006284119.1899,=0.0014,=0.1511,=0.0027,=0.0019,=0.0015
2025-12-24,=12833.4100,=13976.6468,=4353855859657.2100,=3529897199665,=2164360279526.6699,=0.0014,=0.1577,=0.0027,=0.0019,=0.0015
2025-12-23,=12688.6000,=13818.9394,=4301457024907.2402,=3499739892595,=2141018341021.4800,=0.0014,=0.1727,=0.0027,=0.0019,=0.0015
2025-12-22,=12574.4800,=13694.6555,=4261085358996.0698,=3456064031593,=2119062510499.9695,=0.0014,=0.1611,=0.0027,=0.0019,=0.0015
2025-12-19,=12196.3600,=13282.8482,=4114049558165.4590,=3352099299979,=2055662216835.4600,=0.0014,=0.1853,=0.0027,=0.0019,=0.0015
2025-12-18,=12213.2000,=13301.1916,=4115618581790.8799,=3357926453447,=2059024245804.3501,=0.0014,=0.1867,=0.0027,=0.0019,=0.0015
2025-12-17,=12322.5600,=13420.2879,=4163051703861.8599,=3400797695075,=2078706651405.2600,=0.0014,=0.1771,=0.0027,=0.0019,=0.0015
2025-12-16,=12026.8500,=13098.2406,=4057234687632.7612,=3314207293406,=2028166091564.1704,=0.0015,=0.2000,=0.0027,=0.0019,=0.0015
2025-12-15,=12256.2100,=13348.0318,=4141190522848.1699,=3384014582726,=2069155322853.0300,=0.0014,=0.1884,=0.0027,=0.0019,=0.0015
2025-12-12,=12577.2000,=13697.6092,=4206938035434.1201,=3428031199861,=2094690422018.8501,=0.0014,=0.1800,=0.0027,=0.0019,=0.0015
2025-12-11,=12426.3600,=13533.3395,=4150863971333.5601,=3393633988482,=2068120710066.7300,=0.0015,=0.2102,=0.0027,=0.0019,=0.0015
2025-12-10,=12651.4600,=13778.4887,=4231698402581.9609,=3456810789320,=2105156349414.1904,=0.0015,=0.1888,=0.0027,=0.0019,=0.0015
2025-12-09,=12648.1400,=13774.8733,=4225212458205.0200,=3452117084857,=2104652531155.3401,=0.0015,=0.2078,=0.0027,=0.0019,=0.0015
2025-12-08,=12657.5200,=13785.0859,=4232513383604.8901,=3453915209858,=2106937655189.1396,=0.0015,=0.1929,=0.0027,=0.0019,=0.0015
2025-12-05,=12359.0900,=13460.0739,=4129041848083.1992,=3370506841071,=2057413717791.3701,=0.0015,=0.1970,=0.0027,=0.0019,=0.0015
2025-12-04,=12403.3100,=13508.2344,=4145903181637.3896,=3383823117899,=2064719821616.8604,=0.0015,=0.2155,=0.0027,=0.0019,=0.0015
2025-12-03,=12143.3500,=13225.1166,=4051948548438.3701,=3309776442002,=2020691790644.2295,=0.0015,=0.2143,=0.0027,=0.0019,=0.0015
2025-12-02,=12219.2300,=13307.7522,=4078840384317.8799,=3328100242413,=2033802878542.8999,=0.0015,=0.2046,=0.0027,=0.0019,=0.0015
2025-12-01,=12417.1700,=13523.3289,=4144671815698.4902,=3384347017048,=2066814728851.4800,=0.0015,=0.1982,=0.0027,=0.0019,=0.0015
2025-11-28,=12190.3600,=13276.3080,=4080022612830.3809,=3325480444972,=2029636713561.1101,=0.0015,=0.2095,=0.0027,=0.0019,=0.0015
2025-11-27,=12050.6200,=13124.1284,=4033179509337.2500,=3286940122531,=2006506375769.6904,=0.0015,=0.2135,=0.0027,=0.0019,=0.0015
2025-11-26,=12016.5400,=13087.0095,=4025087449320.4609,=3278485202360,=2001157773718.2800,=0.0015,=0.2170,=0.0027,=0.0019,=0.0015
2025-11-25,=11836.0100,=12890.3944,=3962209938555.2695,=3222554916953,=1971506103600.5903,=0.0015,=0.2145,=0.0027,=0.0019,=0.0015
2025-11-24,=11743.6200,=12789.7697,=3934659997801.2788,=3205641040089,=1956440899713.3201,=0.0015,=0.2232,=0.0027,=0.0019,=0.0015
2025-11-21,=11640.4100,=12675.1232,=3907700596684.4697,=3170424214930,=1939143259883.4104,=0.0015,=0.2260,=0.0027,=0.0019,=0.0015
2025-11-20,=12157.2300,=13237.8906,=4070817089594.6904,=3307985583796,=2024514814232.8000,=0.0015,=0.2162,=0.0027,=0.0019,=0.0015
2025-11-19,=12311.9700,=13406.3799,=4107710948543.0898,=3347162694686,=2050098632669.2495,=0.0015,=0.2078,=0.0027,=0.0019,=0.0015
2025-11-18,=12427.7500,=13532.4586,=4148845060566.3301,=3377273312229,=2069481054602.1799,=0.0015,=0.1947,=0.0027,=0.0019,=0.0015
2025-11-17,=12314.9500,=13409.6310,=4109428561354.1392,=3339569526391,=2050131605539.0295,=0.0015,=0.1962,=0.0027,=0.0019,=0.0015
2025-11-14,=12391.8400,=13493.3508,=4136015576642.8599,=3363225891793,=2063025586886.9705,=0.0015,=0.1923,=0.0027,=0.0019,=0.0015
2025-11-13,=12853.9400,=13996.5308,=4286031876108.2900,=3482401822110,=2138166282629.0095,=0.0014,=0.1779,=0.0027,=0.0019,=0.0015
2025-11-12,=12639.3600,=13762.8691,=4215728251606.7002,=3433936099566,=2102593910711.2600,=0.0014,=0.1780,=0.0027,=0.0019,=0.0015
2025-11-11,=12710.9200,=13840.7953,=4219044090465.5010,=3447313378219,=2114099149849.2097,=0.0014,=0.1623,=0.0027,=0.0019,=0.0015
2025-11-10,=12952.3300,=14103.6589,=4301878244903.7305,=3515124562972,=2153432434218.5200,=0.0014,=0.1657,=0.0027,=0.0019,=0.0015
2025-11-07,=13017.1200,=14174.2082,=4339379133959.4102,=3540395379582,=2164345547462.0400,=0.0014,=0.1691,=0.0027,=0.0019,=0.0015
2025-11-06,=13196.1200,=14369.1206,=4407809567401.8496,=3591488255716,=2193789508353.6299,=0.0014,=0.1672,=0.0027,=0.0019,=0.0015
2025-11-05,=12679.0700,=13806.1111,=4222890989736.0298,=3438450070730,=2108142966165.2195,=0.0014,=0.1687,=0.0027,=0.0019,=0.0015
2025-11-04,=12775,=13910.5712,=4246326978797.9092,=3460875249874,=2124134686118.1104,=0.0014,=0.1688,=0.0027,=0.0019,=0.0015
2025-11-03,=12840.2000,=13981.5656,=4265717903139.6099,=3477092473407,=2134413359727.4099,=0.0014,=0.1549,=0.0027,=0.0019,=0.0015
2025-10-31,=12976.8300,=14130.3423,=4333335778031.4502,=3520524854113,=2158430138021.1699,=0.0014,=0.1464,=0.0027,=0.0019,=0.0015
2025-10-30,=13517.8300,=14719.4287,=4502864970447.2500,=3660520780999,=2227319188212.3252,=0.0014,=0.1411,=0.0027,=0.0019,=0.0015
2025-10-29,=13820.1000,=15048.5739,=4613933382991.4697,=3743966491181,=2273077196093.9658,=0.0013,=0.1226,=0.0027,=0.0019,=0.0015
2025-10-28,=13809.6000,=15037.1378,=4608333687295.1992,=3740784823271,=2271029685315.8896,=0.0013,=0.1253,=0.0027,=0.0019,=0.0015
2025-10-27,=13918.8400,=15156.0884,=4660387865033.5303,=3780482102332,=2282327769971.3750,=0.0013,=0.1308,=0.0027,=0.0019,=0.0015
2025-10-24,=13573.6500,=14780.2158,=4577182790071.0508,=3700941184156,=2225868964050.8301,=0.0013,=0.1348,=0.0027,=0.0019,=0.0015
